"plot_quad","finerootV.totalrootV","height","N.perc","root.shoot","RootAvgDiam.mm","RootLength.cm","SLA"
"ARAR01_C.1",0.0759290494202327,1.41633852998486,1.53872053859808,0.46283015925881,1.21498387973217,0.142347796762071,1.93606967938906
"ARAR01_C.2",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,1.30492172042278
"ARAR01_C.3",1.62700894403922,1.06343820761623,2.13377619548518,1.33464512905571,1.64576559515296,2.4902472682489,2.28416271029609
"ARAR01_C.4",0.0520747452382438,0.383076491363551,1.85098467391845,0.398821390327241,0.364055380535509,0.142347796762071,0.844358899367906
"ARAR01_C.5",0.0948752795064435,0.413347194706548,1.17077613396455,0.256228740266707,0.264604527961174,0.963155344404233,1.73845958358262
"ARAR01_C.6",0.0470569173895121,0.383076491363551,1.35817974268373,0.208902008190862,0.364055380535509,0.142347796762071,1.30492172042278
"ARAR01_C.7",0.0520747452382438,1.06343820761623,1.37640664645136,0.535172496248446,0.866374425336607,0.579659401468902,1.89286843477377
"ARAR02_C.1",0.0470569173895121,0.413347194706548,1.17077613396455,0.161269049198518,0.264604527961174,0.142347796762071,1.53395287347368
"ARAR02_C.2",0.0490334992156529,0.413347194706548,1.73817366869893,0.288233124732492,0.264604527961174,0.103632253596278,1.50749120851659
"ARAR02_C.3",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,1.53395287347368
"ARAR02_C.4",0.588840219535665,1.02440758751218,1.17077613396455,0.405409040253003,0.264604527961174,1.84798473166191,0.237246097791707
"ARAR02_C.5",0.738178334489845,0.413347194706548,1.17077613396455,1.91528718897696,0.264604527961174,1.84798473166191,1.53395287347368
"ARAR02_C.6",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,0.237246097791707
"ARAR02_C.7",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,1.53395287347368
"ARAR03_C.1",0.0520747452382438,0.413347194706548,0.894906615691051,0.256228740266707,0.0553549521195775,0.579659401468902,1.55247889242979
"ARAR03_C.2",0.378181559924318,1.02440758751218,1.17077613396455,0.161269049198518,0.264604527961174,0.489872774062972,1.53395287347368
"ARAR03_C.3",0.38319938777305,1.02440758751218,1.17077613396455,0.256228740266707,0.264604527961174,0.963155344404233,1.10432182411139
"ARAR03_C.4",0.0470569173895121,0.413347194706548,1.17077613396455,0.161269049198518,0.264604527961174,0.142347796762071,1.10432182411139
"ARAR03_C.5",0.588840219535665,0.413347194706548,1.17077613396455,0.405409040253003,0.264604527961174,1.84798473166191,0.237246097791707
"ARAR03_C.6",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,1.95327510826377
"ARAR03_C.7",0.0898574516577118,1.06343820761623,2.13377619548518,0.208902008190862,0.94716151953994,0.489872774062972,1.2428251895431
"ARAR04_C.1",0.161530117956632,0.413347194706548,1.17077613396455,0.576072279632961,0.264604527961174,1.21127027446418,1.95327510826377
"ARAR04_C.2",0.738178334489845,0.413347194706548,1.17077613396455,1.39146317415879,0.264604527961174,1.84798473166191,1.53395287347368
"ARAR04_C.3",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,1.53395287347368
"ARAR04_C.4",0.0470569173895121,0.383076491363551,1.17077613396455,0.161269049198518,0.264604527961174,0.142347796762071,1.53395287347368
"ARAR04_C.5",0.0490334992156529,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.103632253596278,1.95327510826377
"ARAR04_C.6",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,0.410821036208065
"ARAR04_C.7",0.0759290494202327,1.02440758751218,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,1.53395287347368
"ARAR05_C.1",0.0992771299859811,0.413347194706548,1.73817366869893,0.454000239477144,0.264604527961174,1.75970780224839,1.50749120851659
"ARAR05_C.2",0.0520747452382438,1.02440758751218,1.17077613396455,0.288233124732492,0.231740382573388,0.520341098616322,0.410821036208065
"ARAR05_C.3",1.62700894403922,1.07057773496483,1.64895530627299,1.33464512905571,1.18545729743137,2.02035522307994,2.28416271029609
"ARAR05_C.4",0.0520747452382438,0.413347194706548,1.17077613396455,0.23562894537738,0.231740382573388,0.520341098616322,1.73845958358262
"ARAR05_C.5",0.0948752795064435,0.413347194706548,1.17077613396455,0.405409040253003,0.231740382573388,1.05480233746737,1.30492172042278
"ARAR05_C.6",0.0520747452382438,0.413347194706548,1.17077613396455,0.288233124732492,0.231740382573388,0.520341098616322,1.95327510826377
"ARAR05_C.7",0.0898574516577118,0.413347194706548,1.17077613396455,0.161269049198518,0.231740382573388,0.694103587266772,1.30492172042278
"ARRI01_C.1",0.0898574516577118,1.06343820761623,2.13377619548518,0.334680106527258,0.0237266487189021,0.489872774062972,1.95094518260498
"ARRI01_C.2",0.0520747452382438,1.06343820761623,1.85098467391845,0.429639797595447,0.0237266487189021,0.142347796762071,1.55247889242979
"ARRI01_C.3",0.0520747452382438,1.06343820761623,2.13377619548518,0.144798608496428,0.919106791451848,0.0143469480678402,2.18388181392473
"ARRI01_C.4",0.0948752795064435,0.413347194706548,1.17077613396455,0.576072279632961,0.0237266487189021,1.21127027446418,1.76729441711094
"ARRI01_C.5",0.0470569173895121,1.92326274103742,1.61651429527184,0.334680106527258,0.0237266487189021,0.142347796762071,1.95094518260498
"ARRI01_C.6",0.0520747452382438,2.16052257829323,1.92603284398062,0.376156720867255,0.50304502348605,0.515658977121787,1.89286843477377
"ARRI01_C.7",0.0470569173895121,1.06343820761623,2.13377619548518,0.208902008190862,0.94716151953994,0.142347796762071,2.13692587375781
"ARRI02_C.1",0.738178334489845,0.413347194706548,1.17077613396455,2.91168934315853,0.264604527961174,1.84798473166191,1.53395287347368
"ARRI02_C.2",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,1.53395287347368
"ARRI02_C.3",0.38319938777305,0.413347194706548,1.17077613396455,0.256228740266707,0.264604527961174,0.963155344404233,1.10432182411139
"ARRI02_C.4",2.63357214274343,1.06343820761623,2.13377619548518,2.0576657317749,1.64576559515296,2.02035522307994,2.75925404060166
"ARRI02_C.5",1.33089629189984,1.06343820761623,2.13377619548518,0.144798608496428,0.919106791451848,0.0143469480678402,1.99516628479562
"ARRI02_C.6",0.738178334489845,0.413347194706548,1.17077613396455,1.91528718897696,0.264604527961174,1.84798473166191,1.53395287347368
"ARRI02_C.7",0.738178334489845,0.413347194706548,1.17077613396455,1.91528718897696,0.264604527961174,1.72740607176248,1.53395287347368
"ARRI03_C.1",0.0948752795064435,0.413347194706548,1.17077613396455,0.557494417748608,0.231740382573388,1.05480233746737,1.05917442404905
"ARRI03_C.2",0.161530117956632,0.413347194706548,1.17077613396455,0.405409040253003,0.264604527961174,1.21127027446418,1.30492172042278
"ARRI03_C.3",0.161530117956632,0.866224973662208,1.35817974268373,0.384809245363676,0.968314240227855,1.21127027446418,1.30492172042278
"ARRI03_C.4",0.0898574516577118,0.413347194706548,1.17077613396455,0.161269049198518,0.264604527961174,0.489872774062972,0.410821036208065
"ARRI03_C.5",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,1.30492172042278
"ARRI03_C.6",0.0520747452382438,0.413347194706548,1.17077613396455,0.23562894537738,0.264604527961174,0.142347796762071,1.30492172042278
"ARRI03_C.7",0.0759290494202327,0.413347194706548,1.17077613396455,0.288233124732492,0.264604527961174,0.142347796762071,1.95327510826377
